Date,Risk Country,Exchange Country,Sector,Risk Issuer,Description,Instrument Id,BBG ticker,BB ticker (Underlying),Instrument Type,PB account,Strategy,$ Daily P&L,$ MTD P&L,FX Rate (PBD),SOD Quantity,Quantity,Delta Shares,$ Delta,$ Delta (PBD),Gross Delta Adjusted MV,$ NMV,$ NMV (PBD),Native Currency,Avg Entry Price,Market Price,USD Price,Pricing Factor,Contract Multiplier,Option Type,Maturity Date,Option Strike,Underlying Market Price,$ Underlying Market Price,Instrument Delta,Model Volatility,Credit Spread,$ Gamma,$ Theta,$ Vega,Book DV01,90d Realized Vol,60d Avg Volm (Underlying),Market Cap Bucket,First Trade Date,Last Trade Date,Inactive Date,PantareiRelativeIndex,PantareiRelativeIndexBeta,Illogical Condition,$ Net Traded Tdy
9/26/2024,Australia,Australia,Industrials,"ALS ",ALS ORD,1222610,ALQ AU Equity,ALQ AU Equity,Equity,UBS Cash,SDD,16953.85180700,-3501.67833867,1.46563095,67157.00000000,67157.00000000,67157.00000000,650292.98347500,629125.36570300,650292.98347500,650292.98347500,629125.36570300,AUD,14.35274841,14.10000000,9.68317500,,1.00000000,,,,14.10000000,9.68317500,1.00000000,,,0.00000000,0.00000000,0.00000000,0.00000000,0.27087873,1255942.61666667,$3b - $5b,5/27/2024,9/19/2024,,AS51,1.09769428,1.00000000,0.00000000
9/26/2024,Australia,Australia,Materials,"Adriatic Metals ",ADRIATIC METALS CDI,75397292,ADT AU Equity,ADT1 LN Equity,Equity,UBS Cash,SECONDARY,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$0.5b - $1b,5/23/2024,7/18/2024,7/22/2024,EuroStoxx 50,,1.00000000,0.00000000
9/26/2024,Australia,Australia,Materials,"Adriatic Metals ",ADRIATIC METALS PVT PL ORD,75482646,ADTXX AU Equity,ADTXX AU Equity,Equity,BAML Cash,SECONDARY,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,N/A,5/29/2024,6/4/2024,6/4/2024,EuroStoxx 50,,,0.00000000
9/26/2024,Australia,Australia,Materials,"Adriatic Metals ",ADRIATIC METALS CDI,75397292,ADT AU Equity,ADT1 LN Equity,Equity,BAML Cash,SECONDARY,737.57994600,33928.67751600,1.46563095,108102.00000000,108102.00000000,102991.54279035,256867.10781000,254465.08137000,256867.10781000,256867.10781000,254465.08137000,AUD,3.88247633,3.46000000,2.37615500,,1.00000000,,,,186.80000000,2.49406020,1.00000000,,,0.00000000,0.00000000,0.00000000,0.00000000,0.42547837,913459.33333333,$0.5b - $1b,5/23/2024,8/8/2024,,EuroStoxx 50,1.16665862,,0.00000000
9/26/2024,Australia,United Kingdom,Materials,"Adriatic Metals ",ADRIATIC METALS ORD,100583976,ADT1 LN Equity,ADT1 LN Equity,Equity,BAML Cash,SECONDARY,,,,0.00000000,0.00000000,0.00000000,,,,,,GBp,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$0.5b - $1b,5/29/2024,8/7/2024,8/9/2024,EuroStoxx 50,,,0.00000000
9/26/2024,Australia,Australia,Consumer Discretionary,"Aristocrat Leisure ",ARISTOCRAT LEISURE ORD,1222951,ALL AU Equity,ALL AU Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,7/10/2024,8/23/2024,8/27/2024,AS51,,1.00000000,0.00000000
9/26/2024,Australia,Australia,Industrials,"Atlas Arteria ",ATLAS ARTERIA STAPLED UNT,12198100,ALX AU Equity,ALX AU Equity,Equity,UBS Cash,SDD,57044.68595225,-28276.21171149,1.46563095,569975.00000000,319975.00000000,319975.00000000,1070147.58818750,1835579.40860000,1070147.58818750,1070147.58818750,1835579.40860000,AUD,4.95995500,4.87000000,3.34447250,,1.00000000,,,,4.87000000,3.34447250,1.00000000,,,0.00000000,0.00000000,0.00000000,0.00000000,0.23566925,2551777.70000000,$3b - $5b,9/17/2024,9/26/2024,,AS51,0.78818561,1.00000000,829659.74250000
9/26/2024,Australia,Australia,Financials,"Bendigo and Adelaide Bank ",BENDIGO AND ADELAIDE BANK ORD,1222746,BEN AU Equity,BEN AU Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$3b - $5b,6/21/2024,6/25/2024,6/27/2024,AS51,,1.00000000,0.00000000
9/26/2024,Australia,Australia,Health Care,"CSL ",CSL ORD,1225143,CSL AU Equity,CSL AU Equity,Equity,UBS Cash,SDD,0.00000000,3309.94720103,1.46563095,0.00000000,0.00000000,0.00000000,,0.00000000,,,0.00000000,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,9/23/2024,9/24/2024,9/26/2024,AS51,,1.00000000,0.00000000
9/26/2024,Australia,Australia,Financials,"Challenger ",CHALLENGER ORD,1222651,CGF AU Equity,CGF AU Equity,Equity,UBS Cash,SECONDARY,8491.03082964,10105.73258007,1.46563095,160149.00000000,63854.00000000,63854.00000000,290298.48239000,712438.20080400,290298.48239000,290298.48239000,712438.20080400,AUD,6.47838369,6.62000000,4.54628500,,1.00000000,,,,6.62000000,4.54628500,1.00000000,,,0.00000000,0.00000000,0.00000000,0.00000000,0.29510232,2796182.15000000,$3b - $5b,9/5/2024,9/26/2024,,AS51,1.07998349,,432641.61671465
9/26/2024,Australia,Australia,Industrials,"Cleanaway Waste Management ",CLEANAWAY WASTE MANAGEMENT ORD,1225271,CWY AU Equity,CWY AU Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$3b - $5b,7/1/2024,7/12/2024,7/16/2024,AS51,,1.00000000,0.00000000
9/26/2024,Australia,Australia,Industrials,"Dalrymple Bay Infrastructure ",DALRYMPLE BAY INFRASTRUCTURE UNT,119987091,DBI AU Equity,DBI AU Equity,Equity,UBS Cash,SECONDARY,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$1b - $3b,5/30/2024,5/31/2024,6/4/2024,AS51,,1.00000000,0.00000000
9/26/2024,Australia,Australia,Consumer Discretionary,"IDP Education ",IDP EDUCATION ORD,51947963,IEL AU Equity,IEL AU Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$3b - $5b,5/10/2024,5/14/2024,5/16/2024,AS51,,1.00000000,0.00000000
9/26/2024,Australia,Australia,Financials,"Insurance Australia  ",INSURANCE AUSTRALIA GRP ORD,1224786,IAG AU Equity,IAG AU Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/28/2024,7/1/2024,7/3/2024,AS51,,1.00000000,0.00000000
9/26/2024,Australia,Australia,Materials,"James Hardie Industries ",JAMES HARDIE INDUSTRIES CDI,1224801,JHX AU Equity,JHX AU Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/18/2024,6/19/2024,6/21/2024,EuroStoxx 50,,1.00000000,0.00000000
9/26/2024,Australia,Australia,Materials,"Jupiter Mines ",JUPITER MINES ORD,76465308,JMS AU Equity,JMS AU Equity,Equity,UBS Cash,SECONDARY,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,<$0.5b,5/21/2024,5/31/2024,6/4/2024,AS51,,,0.00000000
9/26/2024,Australia,Australia,Consumer Discretionary,"Lottery  ",THE LOTTERY CORPORATION ORD,145343420,TLC AU Equity,TLC AU Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/28/2024,7/2/2024,7/4/2024,AS51,,1.00000000,0.00000000
9/26/2024,Australia,Hong Kong,,"MMG ",MMG ORD 1208 HK rights,201199475,2960 HK Equity,2960 HK Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,N/A,6/11/2024,7/2/2024,7/2/2024,AS51,,,0.00000000
9/26/2024,Australia,Hong Kong,Materials,"MMG ",MMG ORD,1195995,1208 HK Equity,1208 HK Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$3b - $5b,6/7/2024,7/25/2024,7/29/2024,AS51,,1.00000000,0.00000000
9/26/2024,Australia,Australia,Real Estate,"Mirvac ",MIRVAC GROUP STAPLED UNT,1224735,MGR AU Equity,MGR AU Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/27/2024,7/11/2024,7/15/2024,AS51,,1.00000000,0.00000000
9/26/2024,Australia,Australia,Information Technology,"NEXTDC ",NEXTDC ORD,15882393,NXT AU Equity,NXT AU Equity,Equity,BAML Cash,SDD,-47761.00000000,-25832.73940375,1.46563095,-125000.00000000,-125000.00000000,-125000.00000000,-1480804.68750000,-1423448.37500000,1480804.68750000,-1480804.68750000,-1423448.37500000,AUD,16.94710990,17.25000000,11.84643750,,1.00000000,,,,17.25000000,11.84643750,1.00000000,,,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.31151719,2684792.96666666,> $5b,9/11/2024,9/11/2024,,AS51,1.08896027,,0.00000000
9/26/2024,Australia,Australia,Energy,"New Hope  ",NEW HOPE CORPORATION ORD,1224543,NHC AU Equity,NHC AU Equity,Equity,UBS Cash,CB,-3437.05213500,-32995.70049600,1.46563095,-100749.00000000,-100749.00000000,-100749.00000000,-343179.30372000,-337518.51965700,343179.30372000,-343179.30372000,-337518.51965700,AUD,5.11205159,4.96000000,3.40628000,,1.00000000,,,,4.96000000,3.40628000,1.00000000,,,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.40951174,2585749.08333333,$1b - $3b,7/4/2024,7/4/2024,,AS51,0.83578519,,0.00000000
9/26/2024,Australia,Unknown,Energy,"New Hope  ",NHC    4.250 07/12/29 CVT PUT,202231568,YW181868@BGN Corp,NHC AU Equity,Bond,UBS Cash,CB,-9734.25543913,61329.57378261,1.46563095,2400000.00000000,2400000.00000000,7050.25472751,24015.14167322,23098.54090362,24015.14167322,1638211.90800000,1637520.00000000,AUD,1.00000000,0.99394000,0.68258829,,,,7/12/2029,,4.96000000,3.40628000,0.03895266,0.29000000,,17846.00172049,235.08704721,1028.92440896,-412.08837145,0.40951174,2585749.08333333,$1b - $3b,7/4/2024,7/4/2024,,AS51,0.83578519,,0.00000000
9/26/2024,Australia,Australia,Materials,"Orica ",ORICA ORD,1224357,ORI AU Equity,ORI AU Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/24/2024,6/24/2024,6/26/2024,AS51,,1.00000000,0.00000000
9/26/2024,Australia,Australia,Materials,"Orora ",ORORA ORD,34929128,ORA AU Equity,ORA AU Equity,Equity,UBS Cash,SDD,0.00000000,60853.03488869,1.46563095,0.00000000,0.00000000,0.00000000,,0.00000000,0.00000000,0.00000000,0.00000000,AUD,0.00000000,2.64000000,1.81302000,,1.00000000,,,,2.64000000,1.81302000,1.00000000,,,0.00000000,0.00000000,0.00000000,0.00000000,0.33396470,,$1b - $3b,8/13/2024,9/4/2024,10/8/2024,AS51,,1.00000000,0.00000000
9/26/2024,Australia,Australia,Materials,"Pilbara Minerals ",PILBARA MINERALS ORD,3283996,PLS AU Equity,PLS AU Equity,Equity,UBS Cash,SDD,,151238.73672020,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,9/10/2024,9/11/2024,9/13/2024,AS51,,,0.00000000
9/26/2024,Australia,Australia,,S&P AUST INDEX ASX 200 INDEX,SPI 200 JUN4,169849576,XPM4 Index,AS51 Index,Future,UBS Futures,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,25.00000000,,6/20/2024,,,,,,,,,,,,,N/A,5/10/2024,6/19/2024,6/19/2024,"AS51 ",,1.00000000,0.00000000
9/26/2024,Australia,Australia,,S&P AUST INDEX ASX 200 INDEX,SPI 200,180480768,XPZ4 Index,AS51 Index,Future,UBS Futures,SECONDARY,-3789.15305000,-3182.24720000,1.46563095,-3.00000000,-2.00000000,-2.00000000,-283559.07500000,-418488.70500000,283559.07500000,-2334.95000000,614.07000000,AUD,8189.86000000,8258.00000000,5671.18150000,,25.00000000,,12/19/2024,,8203.65900000,5633.86281825,1.00000000,,,,,,-6.48280105,0.16742878,659918358.38333340,N/A,9/18/2024,9/26/2024,,"AS51 ",1,1.00000000,-140553.80000000
9/26/2024,Australia,Australia,,S&P AUST INDEX ASX 200 INDEX,SPI 200,180480768,XPZ4 Index,AS51 Index,Future,UBS Futures,SDD,-12746.38745000,-12964.72345000,1.46563095,-10.00000000,-1.00000000,-1.00000000,-141779.53750000,-1394962.35000000,141779.53750000,-1201.81250000,1705.75000000,AUD,8187.86000000,8258.00000000,5671.18150000,,25.00000000,,12/19/2024,,8203.65900000,5633.86281825,1.00000000,,,,,,-3.24140053,0.16742878,659918358.38333340,N/A,9/18/2024,9/26/2024,,"AS51 ",1,1.00000000,-1266826.41000000
9/26/2024,Australia,Australia,,S&P AUST INDEX ASX 200 INDEX,SPI 200 SEP4,176122753,XPU4 Index,AS51 Index,Future,UBS Futures,SECONDARY,,-116.67330000,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,25.00000000,,9/19/2024,,,,,,,,,,,,,N/A,6/19/2024,9/18/2024,9/18/2024,"AS51 ",,1.00000000,0.00000000
9/26/2024,Australia,Australia,,S&P AUST INDEX ASX 200 INDEX,SPI 200 SEP4,176122753,XPU4 Index,AS51 Index,Future,UBS Futures,SDD,,6696.77450000,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,25.00000000,,9/19/2024,,,,,,,,,,,,,N/A,6/19/2024,9/18/2024,9/18/2024,"AS51 ",,1.00000000,0.00000000
9/26/2024,Australia,Australia,,S&P AUST INDEX ASX 200 INDEX,SPI 200 JUN4,169849576,XPM4 Index,AS51 Index,Future,UBS Futures,SECONDARY,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,25.00000000,,6/20/2024,,,,,,,,,,,,,N/A,5/30/2024,6/19/2024,6/19/2024,"AS51 ",,1.00000000,0.00000000
9/26/2024,Australia,Australia,Communication Services,"Seek ",SEEK ORD,1225365,SEK AU Equity,SEK AU Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,8/27/2024,8/28/2024,8/30/2024,AS51,,1.00000000,0.00000000
9/26/2024,Australia,Australia,Materials,"South32 ",SOUTH32 ORD G,46864425,S32 AU Equity,S32 AU Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,7/10/2024,7/22/2024,7/24/2024,AS51,,1.00000000,0.00000000
9/26/2024,Australia,Australia,Financials,"Steadfast  ",STEADFAST GROUP ORD,32032479,SDF AU Equity,SDF AU Equity,Equity,UBS Cash,SDD,,15107.86120823,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$3b - $5b,8/30/2024,9/2/2024,9/4/2024,AS51,,1.00000000,0.00000000
9/26/2024,Australia,Australia,Financials,"Suncorp  ",SUNCORP GROUP ORD,1225464,SUN AU Equity,SUN AU Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/19/2024,7/1/2024,7/3/2024,AS51,,1.00000000,0.00000000
9/26/2024,Australia,Australia,Consumer Discretionary,"Tabcorp  ",TABCORP HOLDINGS ORD,1225232,TAH AU Equity,TAH AU Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$0.5b - $1b,7/2/2024,8/5/2024,8/7/2024,AS51,,1.00000000,0.00000000
9/26/2024,Australia,Australia,Industrials,"Transurban ",TRANSURBAN GROUP STAPLED UNT,1225222,TCL AU Equity,TCL AU Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,7/18/2024,7/22/2024,7/24/2024,AS51,,,0.00000000
9/26/2024,Australia,Australia,Consumer Staples,"Treasury Wine Estates ",TREASURY WINE ESTATES ORD,18126907,TWE AU Equity,TWE AU Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/12/2024,6/19/2024,6/21/2024,AS51,,1.00000000,0.00000000
9/26/2024,Australia,Australia,Consumer Discretionary,"Web Travel  ",WEBJET ORD,1225616,WEB AU Equity,WEB AU Equity,Equity,UBS Cash,SDD,26497.95290600,15104.50412953,1.46563095,133918.00000000,133918.00000000,133918.00000000,683323.62569500,652397.87499600,683323.62569500,683323.62569500,652397.87499600,AUD,7.26469266,7.43000000,5.10255250,,1.00000000,,,,7.43000000,5.10255250,1.00000000,,,0.00000000,0.00000000,0.00000000,0.00000000,0.26998947,1587734.48333333,$1b - $3b,5/28/2024,9/24/2024,,AS51,0.97882187,,0.00000000
9/26/2024,Australia,Australia,Energy,"Whitehaven Coal ",WHITEHAVEN COAL ORD,2908117,WHC AU Equity,WHC AU Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$3b - $5b,6/19/2024,6/27/2024,7/1/2024,AS51,,,0.00000000
9/26/2024,Australia,Australia,Energy,"Woodside Energy  ",WOODSIDE ENERGY GROUP ORD,1225669,WDS AU Equity,WDS AU Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,7/16/2024,7/22/2024,7/24/2024,AS51,,1.00000000,0.00000000
9/26/2024,Australia,Australia,Energy,"Yancoal Australia ",YANCOAL AUSTRALIA ORD,25372622,YAL AU Equity,YAL AU Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,AUD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/19/2024,6/28/2024,7/2/2024,AS51,,1.00000000,0.00000000
9/26/2024,China,Hong Kong,Health Care,"Akeso ",AKESO ORD,108198243,9926 HK Equity,9926 HK Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,7/11/2024,7/12/2024,7/16/2024,SHCOMP,,,0.00000000
9/26/2024,China,Hong Kong,Consumer Discretionary,"Alibaba   ",BABA-W ORD,99069096,9988 HK Equity,9988 HK Equity,Equity,UBS Cash,SDD,,17035.30862160,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,8/22/2024,9/12/2024,9/16/2024,SHCOMP,,1.00000000,0.00000000
9/26/2024,China,Hong Kong,Consumer Discretionary,"Alibaba   ",BABA-W ORD,99069096,9988 HK Equity,9988 HK Equity,Equity,BAML Swap,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,5/23/2024,5/23/2024,5/27/2024,SHCOMP,,,0.00000000
9/26/2024,China,Hong Kong,Consumer Discretionary,"Alibaba   ",9988 OCT4 87.5C,201993096,9988 HK 10/30/24 C87.5 Equity,9988 HK Equity,Listed Option,UBS Futures,SDD,524511.38443752,946274.44683516,7.78475000,1570.00000000,1040.00000000,443736.13451633,5573249.44897005,6640187.86685777,5573249.44897005,768031.86534323,559651.88349016,HKD,1.72424038,11.49500000,1.47698436,,500.00000000,Call,10/30/2024,87.50000000,97.75000000,12.55982782,0.85333872,0.37796219,,133774.58902430,-3100.52469418,4819.88660092,42.79380204,0.44023172,55288853.28333332,> $5b,8/21/2024,9/26/2024,,SHCOMP,1.27102013,,318166.92893156
9/26/2024,China,Hong Kong,Financials,"Bank of Communications ",BANKCOMM ORD H,1196129,3328 HK Equity,3328 HK Equity,Equity,BAML Swap,ARB,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/28/2024,7/3/2024,7/31/2024,SHCOMP,,,0.00000000
9/26/2024,China,Hong Kong,Health Care,"Beigene ",BEIGENE ORD,79956170,6160 HK Equity,6160 HK Equity,Equity,BAML Swap,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/13/2024,6/13/2024,6/17/2024,SHCOMP,,,0.00000000
9/26/2024,China,Hong Kong,Health Care,"Beigene ",BEIGENE ORD,79956170,6160 HK Equity,6160 HK Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/13/2024,6/27/2024,7/2/2024,SHCOMP,,,0.00000000
9/26/2024,China,Hong Kong,Financials,China Construction Bank,CCB ORD H,1195815,939 HK Equity,939 HK Equity,Equity,UBS Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,5/9/2024,5/10/2024,5/14/2024,SHCOMP,,,0.00000000
9/26/2024,China,Hong Kong,Financials,China Construction Bank,CCB ORD H,1195815,939 HK Equity,939 HK Equity,Equity,BAML Swap,ARB,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/21/2024,8/2/2024,8/2/2024,SHCOMP,,1.00000000,0.00000000
9/26/2024,China,China,Financials,China Construction Bank,CONSTR BANK ORD A,41918581,601939 C1 Equity,601939 C1 Equity,Equity,BAML Swap,ARB,,,,0.00000000,0.00000000,0.00000000,,,,,,CNY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,7/3/2024,7/12/2024,7/16/2024,SHCOMP,,,0.00000000
9/26/2024,China,Hong Kong,Financials,China Construction Bank,CCB ORD H,1195815,939 HK Equity,939 HK Equity,Equity,BAML Cash,ARB,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,6/20/2024,8/2/2024,8/2/2024,SHCOMP,,,0.00000000
9/26/2024,China,Hong Kong,Utilities,"China Longyuan Power  ",CHINA LONGYUAN ORD H,11845412,916 HK Equity,916 HK Equity,Equity,BAML Swap,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$1b - $3b,5/6/2024,5/6/2024,5/8/2024,SHCOMP,,,0.00000000
9/26/2024,China,Hong Kong,Utilities,"China Longyuan Power  ",CHINA LONGYUAN ORD H,11845412,916 HK Equity,916 HK Equity,Equity,BAML Swap,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$1b - $3b,8/16/2024,8/21/2024,8/23/2024,SHCOMP,,,0.00000000
9/26/2024,China,Hong Kong,Utilities,"China Longyuan Power  ",CHINA LONGYUAN ORD H,11845412,916 HK Equity,916 HK Equity,Equity,BAML Cash,SDD,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,$1b - $3b,5/6/2024,5/6/2024,5/8/2024,SHCOMP,,1.00000000,0.00000000
9/26/2024,China,China,Financials,"China Merchants Bank ",MERCHANTS BANK ORD A,1256631,600036 CH Equity,600036 CH Equity,Equity,BAML Swap,ARB,11019.79395493,14122.87741194,7.03225000,63000.00000000,63000.00000000,63000.00000000,317639.51433620,305940.48846386,317639.51433620,13945.63296978,2246.60709744,CNY,33.82860606,35.38000000,5.04189705,,1.00000000,,,,35.38000000,5.04189705,1.00000000,,,0.00000000,0.00000000,0.00000000,0.00000000,0.27374801,58664797.23333334,> $5b,9/25/2024,9/25/2024,,SHCOMP,1.10973789,,0.00000000
9/26/2024,China,Hong Kong,Financials,"China Merchants Bank ",CM BANK ORD H,1196112,3968 HK Equity,3968 HK Equity,Equity,BAML Swap,ARB,,,,0.00000000,0.00000000,0.00000000,,,,,,HKD,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,7/2/2024,8/6/2024,8/6/2024,SHCOMP,,1.00000000,0.00000000
9/26/2024,China,China,Financials,"China Merchants Bank ",MERCHANTS BANK ORD A,41918079,600036 C1 Equity,600036 C1 Equity,Equity,BAML Swap,ARB,,,,0.00000000,0.00000000,0.00000000,,,,,,CNY,0.00000000,,,,1.00000000,,,,,,,,,,,,,,,> $5b,7/2/2024,7/25/2024,7/29/2024,SHCOMP,,,0.00000000
9/26/2024,China,Hong Kong,Financials,"China Merchants Bank ",CM BANK ORD H,1196112,3968 HK Equity,3968 HK Equity,Equity,UBS Swap,ARB,-78719.17473697,-70111.00402972,7.78475000,-306000.00000000,-394000.00000000,-394000.00000000,-1903491.69637981,-1409178.20096984,1903491.69637981,-70128.74550633,8608.17070725,HKD,36.21472934,37.60000000,4.83119720,,1.00000000,,,,37.60000000,4.83119720,1.00000000,,,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.39391250,19246333.15000000,> $5b,9/25/2024,9/26/2024,,SHCOMP,1.30256055,,415722.63720736
9/26/2024,China,Hong Kong,Financials,"China Merchants Bank ",CM BANK ORD H,1196112,3968 HK Equity,3968 HK Equity,Equity,UBS Cash,ARB,-8991.93936864,-6315.37929927,7.78475000,-40000.00000000,-40000.00000000,-40000.00000000,-193247.88795734,-184206.30078037,193247.88795734,-193247.88795734,-184206.30078037,HKD,36.37090877,37.60000000,4.83119720,,1.00000000,,,,37.60000000,4.83119720,1.00000000,,,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.39391250,19246333.15000000,> $5b,9/25/2024,9/25/2024,,SHCOMP,1.30256055,,0.00000000
9/26/2024,China,China,Financials,"China Merchants Bank ",MERCHANTS BANK ORD A,1256631,600036 CH Equity,600036 CH Equity,Equity,UBS Swap,ARB,55813.30248529,57080.65900914,7.03225000,269000.00000000,357000.00000000,357000.00000000,1799957.24790515,1306317.32375840,1799957.24790515,56135.21761590,-2745.62998517,CNY,34.28099439,35.38000000,5.04189705,,1.00000000,,,,35.38000000,5.04189705,1.00000000,,,0.00000000,0.00000000,0.00000000,0.00000000,0.27374801,58664797.23333334,> $5b,9/25/2024,9/26/2024,,SHCOMP,1.10973789,,-434383.72556841
